
2018-04-28 16:03:14 [main] INFO  MFilterResults_Page:961 - Condo, Contemporary, 1 Story
2019-04-14 17:35:43 [main] INFO  FilterMoreResults_Page:1162 - prop2_proptype matches: yes
2019-04-14 17:35:43 [main] INFO  FilterMoreResults_Page:1163 - prop3_proptype matches: yes
2019-04-14 17:35:43 [main] INFO  FilterMoreResults_Page:1164 - prop4_proptype matches: yes
2019-04-14 17:35:43 [main] INFO  FilterMoreResults_Page:1165 - prop5_proptype matches: yes
2019-04-14 17:35:43 [main] INFO  FilterMoreResults_Page:1170 - It filtered by property type correctly
2019-04-14 17:36:56 [main] INFO  FilterMoreResults_Page:972 - search keyword: hardwood floor
2019-04-14 17:36:56 [main] INFO  FilterMoreResults_Page:973 - prop1_description matches: yes
2019-04-14 17:36:56 [main] INFO  FilterMoreResults_Page:974 - prop2_description matches: yes
2019-04-14 17:36:56 [main] INFO  FilterMoreResults_Page:975 - prop3_description matches: yes
2019-04-14 17:36:56 [main] INFO  FilterMoreResults_Page:976 - prop4_description matches: yes
2019-04-14 17:36:56 [main] INFO  FilterMoreResults_Page:977 - prop5_description matches: yes
2019-04-14 17:36:56 [main] INFO  FilterMoreResults_Page:982 - It filtered by keyword correctly
2019-04-14 17:47:09 [main] INFO  FilterMoreResults_Page:1160 - Property type to filter by is Land.
2019-04-14 17:47:09 [main] INFO  FilterMoreResults_Page:1161 - prop1_proptype matches: yes
2019-04-14 17:47:09 [main] INFO  FilterMoreResults_Page:1162 - prop2_proptype matches: yes
2019-04-14 17:47:09 [main] INFO  FilterMoreResults_Page:1163 - prop3_proptype matches: yes
2019-04-14 17:47:09 [main] INFO  FilterMoreResults_Page:1164 - prop4_proptype matches: yes
2019-04-14 17:47:09 [main] INFO  FilterMoreResults_Page:1165 - prop5_proptype matches: yes
2019-04-14 17:47:09 [main] INFO  FilterMoreResults_Page:1170 - It filtered by property type correctly
2019-04-14 17:48:25 [main] INFO  FilterMoreResults_Page:972 - search keyword: hardwood floor
2019-04-14 17:48:25 [main] INFO  FilterMoreResults_Page:973 - prop1_description matches: yes
2019-04-14 17:48:25 [main] INFO  FilterMoreResults_Page:974 - prop2_description matches: yes
2019-04-14 17:48:25 [main] INFO  FilterMoreResults_Page:975 - prop3_description matches: yes
2019-04-14 17:48:25 [main] INFO  FilterMoreResults_Page:976 - prop4_description matches: yes
2019-04-14 17:48:25 [main] INFO  FilterMoreResults_Page:977 - prop5_description matches: yes
2019-04-14 17:48:25 [main] INFO  FilterMoreResults_Page:982 - It filtered by keyword correctly
2019-04-14 17:53:29 [main] INFO  FilterMoreResults_Page:874 - min year: 2000
2019-04-14 17:53:29 [main] INFO  FilterMoreResults_Page:875 - max year 2017
2019-04-14 17:53:29 [main] INFO  FilterMoreResults_Page:876 - prop1_year is : 2011
2019-04-14 17:53:29 [main] INFO  FilterMoreResults_Page:877 - prop2_year is : 2004
2019-04-14 17:53:29 [main] INFO  FilterMoreResults_Page:878 - prop3_year is : 2001
2019-04-14 17:53:29 [main] INFO  FilterMoreResults_Page:879 - prop4_year is : 2014
2019-04-14 17:53:29 [main] INFO  FilterMoreResults_Page:880 - prop5_year is : 2015
2019-04-14 17:53:29 [main] INFO  FilterMoreResults_Page:885 - It filtered by year correctly
2019-04-14 18:20:18 [main] INFO  FilterMoreResults_Page:874 - min year: 2000
2019-04-14 18:20:18 [main] INFO  FilterMoreResults_Page:875 - max year 2017
2019-04-14 18:20:18 [main] INFO  FilterMoreResults_Page:876 - prop1_year is : 2011
2019-04-14 18:20:18 [main] INFO  FilterMoreResults_Page:877 - prop2_year is : 2004
2019-04-14 18:20:18 [main] INFO  FilterMoreResults_Page:878 - prop3_year is : 2001
2019-04-14 18:20:18 [main] INFO  FilterMoreResults_Page:879 - prop4_year is : 2014
2019-04-14 18:20:18 [main] INFO  FilterMoreResults_Page:880 - prop5_year is : 2015
2019-04-14 18:20:18 [main] INFO  FilterMoreResults_Page:885 - It filtered by year correctly
2019-04-14 18:27:35 [main] INFO  FilterMoreResults_Page:1160 - Property type to filter by is Land.
2019-04-14 18:27:35 [main] INFO  FilterMoreResults_Page:1161 - prop1_proptype matches: yes
2019-04-14 18:27:35 [main] INFO  FilterMoreResults_Page:1162 - prop2_proptype matches: yes
2019-04-14 18:27:35 [main] INFO  FilterMoreResults_Page:1163 - prop3_proptype matches: yes
2019-04-14 18:27:35 [main] INFO  FilterMoreResults_Page:1164 - prop4_proptype matches: yes
2019-04-14 18:27:35 [main] INFO  FilterMoreResults_Page:1165 - prop5_proptype matches: yes
2019-04-14 18:27:35 [main] INFO  FilterMoreResults_Page:1170 - It filtered by property type correctly
2019-04-14 18:29:58 [main] INFO  FilterMoreResults_Page:874 - min year: 2000
2019-04-14 18:29:58 [main] INFO  FilterMoreResults_Page:875 - max year 2017
2019-04-14 18:29:58 [main] INFO  FilterMoreResults_Page:876 - prop1_year is : 2011
2019-04-14 18:29:58 [main] INFO  FilterMoreResults_Page:877 - prop2_year is : 2004
2019-04-14 18:29:58 [main] INFO  FilterMoreResults_Page:878 - prop3_year is : 2001
2019-04-14 18:29:58 [main] INFO  FilterMoreResults_Page:879 - prop4_year is : 2014
2019-04-14 18:29:58 [main] INFO  FilterMoreResults_Page:880 - prop5_year is : 2015
2019-04-14 18:29:58 [main] INFO  FilterMoreResults_Page:885 - It filtered by year correctly
2019-04-14 18:31:37 [main] INFO  FilterMoreResults_Page:972 - search keyword: hardwood floor
2019-04-14 18:31:37 [main] INFO  FilterMoreResults_Page:973 - prop1_description matches: yes
2019-04-14 18:31:37 [main] INFO  FilterMoreResults_Page:974 - prop2_description matches: yes
2019-04-14 18:31:37 [main] INFO  FilterMoreResults_Page:975 - prop3_description matches: yes
2019-04-14 18:31:37 [main] INFO  FilterMoreResults_Page:976 - prop4_description matches: yes
2019-04-14 18:31:37 [main] INFO  FilterMoreResults_Page:977 - prop5_description matches: yes
2019-04-14 18:31:37 [main] INFO  FilterMoreResults_Page:982 - It filtered by keyword correctly
2019-04-14 18:41:16 [main] INFO  FilterMoreResults_Page:1160 - Property type to filter by is Land.
2019-04-14 18:41:16 [main] INFO  FilterMoreResults_Page:1161 - prop1_proptype matches: yes
2019-04-14 18:41:16 [main] INFO  FilterMoreResults_Page:1162 - prop2_proptype matches: yes
2019-04-14 18:41:16 [main] INFO  FilterMoreResults_Page:1163 - prop3_proptype matches: yes
2019-04-14 18:41:16 [main] INFO  FilterMoreResults_Page:1164 - prop4_proptype matches: yes
2019-04-14 18:41:16 [main] INFO  FilterMoreResults_Page:1165 - prop5_proptype matches: yes
2019-04-14 18:41:16 [main] INFO  FilterMoreResults_Page:1170 - It filtered by property type correctly
